question
"""Which is the birth place of Jay DeFeo?"""
"""Which is the birth place of Alvan Fisher?"""
"""Which is the birth place of Douglas Warfield Warner?"""
"""Which is the birth place of Nura?"""
"""Which is the birth place of Frances H. Gearhart?"""
"""Which is the birth place of Carl Van Vechten?"""
"""Which is the birth place of Juan Downey?"""
"""Which is the birth place of Frank Bergman?"""
"""Which is the birth place of Arthur W. Hall?"""
"""Which is the birth place of James Wellstood?"""
"""Which is the birth place of Aden E. Miller?"""
"""Which is the birth place of Walter Beach Humphrey?"""
"""Which is the birth place of Helen Gerardia?"""
"""Which is the birth place of Margaret H. Wright?"""
"""Which is the birth place of Chester Leich?"""
"""Which is the birth place of Adolf Schreyer?"""
"""Which is the birth place of Allen Appel?"""
"""Which is the birth place of Edward B. Webster?"""
"""Which is the birth place of Paul Kelpe?"""
"""Which is the birth place of O. Louis Guglielmi?"""
"""Which is the birth place of Doris Rosenthal?"""
"""Which is the birth place of Saul Berman?"""
"""Which is the birth place of Aghassi George Aghassian?"""
"""Which is the birth place of Jesús Moroles?"""
"""Which is the birth place of Wilfrid Zogbaum?"""
"""Which is the birth place of Alphonse Jongers?"""
"""Which is the birth place of Will Barnet?"""
"""Which is the birth place of Ellen Sharples?"""
"""Which is the birth place of Crystal K. D. Huie?"""
"""Which is the birth place of M. W. Hopkins?"""
"""Which is the birth place of Wade Hampton McVay?"""
"""Which is the birth place of Marion A. Epting?"""
"""Which is the birth place of Betty Spindler?"""
"""Which is the birth place of Townend Glover?"""
"""Which is the birth place of Grant Mudford?"""
"""Which is the birth place of Elisabetta Sirani?"""
"""Which is the birth place of Adolf Benca?"""
"""Which is the birth place of Owen Garde?"""
"""Which is the birth place of John Salt?"""
"""Which is the birth place of Theodore Augustus Mills?"""
"""Which is the birth place of Clay Grigsby?"""
"""Which is the birth place of William Gebhardt?"""
"""Which is the birth place of Samuel Valentine Hunt?"""
"""Which is the birth place of David Underwood?"""
"""Which is the birth place of Brother Thomas Bezanson?"""
"""Which is the birth place of Boris Gorelick?"""
"""Which is the birth place of Red Weldon Sandlin?"""
"""Which is the birth place of David White?"""
"""Which is the birth place of James Gill?"""
"""Which is the birth place of Ernest Briggs?"""
"""Which is the birth place of Ray K. Metzker?"""
"""Which is the birth place of Vera Klement?"""
"""Which is the birth place of Masuo Ojima?"""
"""Which is the birth place of Larry Thomas?"""
"""Which is the birth place of Erik Gronborg?"""
"""Which is the birth place of Hyman Katz?"""
"""Which is the birth place of Rex Clawson?"""
"""Which is the birth place of George A. Tice?"""
"""Which is the birth place of Ted Kuykendall?"""
"""Which is the birth place of Basil Ede?"""
"""Which is the birth place of Clyde F. Jenkins?"""
"""Which is the birth place of Edward Lambert?"""
"""Which is the birth place of Ralph E. Eckerstrom?"""
"""Which is the birth place of Rupert D. Turnbull?"""
"""Which is the birth place of William K. Greiner?"""
"""Which is the birth place of Ken Graves?"""
"""Which is the birth place of James L. Enyeart?"""
"""Which is the birth place of Christo?"""
"""Which is the birth place of Bernard Schardt?"""
"""Which is the birth place of Marion Hildebrandt?"""
"""Which is the birth place of John Samuel Agar?"""
"""Which is the birth place of Robert A. Nelson?"""
"""Which is the birth place of Ken Gonzales-Day?"""
"""Which is the birth place of Haskell Coffin?"""
"""Which is the birth place of Ruth Chaney?"""
"""Which is the birth place of Wanda Gág?"""
"""Which is the birth place of L. A. Shafer?"""
"""Which is the birth place of Johann Leonhard Appold?"""
"""Which is the birth place of John Satterfield?"""
"""Which is the birth place of Jean Paul Laurens?"""
"""Which is the birth place of María Martínez-Cañas?"""
"""Which is the birth place of Lewis W. Hine?"""
"""Which is the birth place of Chris Irick?"""
"""Which is the birth place of Dotty Attie?"""
"""Which is the birth place of Dorothy Gill Barnes?"""
"""Which is the birth place of Thomas Hicks?"""
"""Which is the birth place of Alexander Robertson?"""
"""Which is the birth place of Jacob van Strij?"""
"""Which is the birth place of Tom Patti?"""
"""Which is the birth place of Luis Cruz Azaceta?"""
"""Which is the birth place of Nicholas Africano?"""
"""Which is the birth place of Harry W. Scheuch?"""
"""Which is the birth place of Blanche Grambs?"""
"""Which is the birth place of Lois M. Johnson?"""
"""Which is the birth place of David Glines?"""
"""Which is the birth place of William L. Garver?"""
"""Which is the birth place of Steven K. Roberts?"""
"""Which is the birth place of Maximilian Rainer Facklam?"""
"""Which is the birth place of Frederick Franck?"""
"""Which is the birth place of Emile Auguste Carolus-Duran?"""
"""Which is the birth place of William Charles?"""
"""Which is the birth place of Rembrandt Peale?"""
"""Which is the birth place of Eluid Levi Martinez?"""
"""Which is the birth place of Ramón José López?"""
"""Which is the birth place of Priscilla Roberts?"""
"""Which is the birth place of Jules Edouard Roiné?"""
"""Which is the birth place of Hollis Holbrook?"""
"""Which is the birth place of Frank Stella?"""
"""Which is the birth place of Matsumi Kanemitsu?"""
"""Which is the birth place of William Leslie?"""
"""Which is the birth place of Jacob Frymire?"""
"""Which is the birth place of Harold Emerson Keeler?"""
"""Which is the birth place of Thomas Barker?"""
"""Which is the birth place of Thomas Ball?"""
"""Which is the birth place of Jennifer Trask?"""
"""Which is the birth place of Edgar Melville Ward?"""
"""Which is the birth place of LeRoy Neiman?"""
"""Which is the birth place of Ruth Grotenrath?"""
"""Which is the birth place of George T. Morgan?"""
"""Which is the birth place of Lester E. Varian?"""
"""Which is the birth place of Paul Albert Baudouin?"""
"""Which is the birth place of Frederick W. Harer?"""
"""Which is the birth place of C. K. Chatterton?"""
"""Which is the birth place of Carl Holty?"""
"""Which is the birth place of Eugenio Landesio?"""
"""Which is the birth place of Katherine Merrill?"""
"""Which is the birth place of Paul McCarthy?"""
"""Which is the birth place of Macowin Tuttle?"""
"""Which is the birth place of Simon Sparrow?"""
"""Which is the birth place of Ingeborg Gerdes?"""
"""Which is the birth place of Carl Dern?"""
"""Which is the birth place of Hermann J. Meyer?"""
"""Which is the birth place of Dan Graham?"""
"""Which is the birth place of Margo Hoff?"""
"""Which is the birth place of Robert Ladbrooke?"""
"""Which is the birth place of Antonio Barone?"""
"""Which is the birth place of M. A. Honeywell?"""
"""Which is the birth place of Attilio Salemme?"""
"""Which is the birth place of John William Gear?"""
"""Which is the birth place of Xavier González?"""
"""Which is the birth place of Janet E. Turner?"""
"""Which is the birth place of Frederic Marvin?"""
"""Which is the birth place of Douglas Kenney?"""
"""Which is the birth place of Bernard Arnest?"""
"""Which is the birth place of Jules Lion?"""
"""Which is the birth place of James Lawton?"""
"""Which is the birth place of Art Green?"""
"""Which is the birth place of Robert Havell, Jr.?"""
"""Which is the birth place of Barbara Tisserat?"""
"""Which is the birth place of Martin Johnson Heade?"""
"""Which is the birth place of Robert Indiana?"""
"""Which is the birth place of Karl Kelpe?"""
"""Which is the birth place of John Crookshanks King?"""
"""Which is the birth place of Benjamin H. Frayser?"""
"""Which is the birth place of David Ruddell?"""
"""Which is the birth place of Francois Vivares?"""
"""Which is the birth place of Charles Mottram?"""
"""Which is the birth place of Elliott Thompson?"""
"""Which is the birth place of David Blue Lamm?"""
"""Which is the birth place of Samuel Halpert?"""
"""Which is the birth place of Ellsworth Young?"""
"""Which is the birth place of Phil Brown?"""
"""Which is the birth place of Sean Scully?"""
"""Which is the birth place of Lucio Pozzi?"""
"""Which is the birth place of Tom Millea?"""
"""Which is the birth place of S. C. Baker?"""
"""Which is the birth place of Bob Thompson?"""
"""Which is the birth place of Baychar?"""
"""Which is the birth place of Bernard Greenwald?"""
"""Which is the birth place of William Bache?"""
"""Which is the birth place of Fred Genis?"""
"""Which is the birth place of Lori Nix?"""
"""Which is the birth place of Pino Janni?"""
"""Which is the birth place of Sir John Watson Gordon?"""
"""Which is the birth place of Suzanne Klotz?"""
"""Which is the birth place of Oscar R. Castillo?"""
"""Which is the birth place of Clyde Lynds?"""
"""Which is the birth place of Steve Ashby?"""
"""Which is the birth place of Alonzo Earl Foringer?"""
"""Which is the birth place of Mary Grigoriadis?"""
"""Which is the birth place of Stanley Edwards?"""
"""Which is the birth place of Ilah Marian Kibbey?"""
"""Which is the birth place of Sam Gilliam?"""
"""Which is the birth place of Herschel Elarth?"""
"""Which is the birth place of David Meaders?"""
"""Which is the birth place of Sarah Goodridge?"""
"""Which is the birth place of Thomas D. Rogers?"""
"""Which is the birth place of Otto Natzler?"""
"""Which is the birth place of Ron Davis?"""
"""Which is the birth place of Walter Granville-Smith?"""
"""Which is the birth place of Gilbert Stuart Newton?"""
"""Which is the birth place of Thomas Gainsborough?"""
"""Which is the birth place of Ernest Fiene?"""
"""Which is the birth place of Hildegarde Haas?"""
"""Which is the birth place of Ernest D. Roth?"""
"""Which is the birth place of Edward Goodall?"""
"""Which is the birth place of Bill Beckley?"""
"""Which is the birth place of Frances Felten?"""
"""Which is the birth place of Rick Wrigley?"""
"""Which is the birth place of John C. Johansen?"""
"""Which is the birth place of Gwendolyn A. Magee?"""
"""Which is the birth place of Mary Mullineux?"""
"""Which is the birth place of Laddie John Dill?"""
